regime,seed,method,snapshot_t,delta,step_cost,step_interference,step_switches,cumulative_cost,cumulative_interference,cumulative_switches,gain_vs_cold,expected_cost,best_sample_cost,feasible_fraction,success_probability,evaluations,shots,cx_count,circuit_depth,wall_seconds
gradual,201,Cold,11,0.051510007573272606,0.058054211206306036,0.05805421120630605,0.0,1.3038537085798756,0.5238537085798758,2.6000000000000005,0.0,0.47823494041836845,0.058054211206306036,1.0,0.01171875,6,256,114,112,1.1908826670260169
gradual,201,Param,11,0.051510007573272606,0.058054211206306036,0.05805421120630605,0.0,0.6079275565207232,0.18792755652072324,1.4,0.0,0.3217678578442204,0.058054211206306036,1.0,0.02734375,6,256,114,112,1.2115982919931412
gradual,201,State,11,0.051510007573272606,0.058054211206306036,0.05805421120630605,0.0,0.18792755652072324,0.18792755652072324,0.0,0.0,0.10109229911382804,0.058054211206306036,1.0,0.80859375,6,256,114,113,1.1971701660077088
gradual,201,Combined,11,0.051510007573272606,0.058054211206306036,0.05805421120630605,0.0,0.18792755652072324,0.18792755652072324,0.0,0.0,0.1206779948011013,0.058054211206306036,1.0,0.765625,6,256,114,113,1.1998379589640535
sudden,304,Cold,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29973729351390094,0.0,1.0,0.046875,6,256,102,113,1.1737283340189606
sudden,304,Param,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29973729351390094,0.0,1.0,0.046875,6,256,102,113,1.1737283340189606
sudden,304,State,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29973729351390094,0.0,1.0,0.046875,6,256,102,113,1.1737283340189606
sudden,304,Combined,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29973729351390094,0.0,1.0,0.046875,6,256,102,113,1.1737283340189606
sudden,304,Cold,1,0.028085573104157414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5334258837187215,0.0,1.0,0.0078125,6,256,102,113,1.1809687089989893
sudden,304,Param,1,0.028085573104157414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5505761906034058,0.0,1.0,0.0078125,6,256,102,113,1.1893224169616587
sudden,304,State,1,0.028085573104157414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023441227673852327,0.0,1.0,0.91015625,6,256,102,112,1.1829464999609627
sudden,304,Combined,1,0.028085573104157414,0.18,0.0,0.6,0.18,0.0,0.6,-0.18,0.21293654130854267,0.18,1.0,0.87109375,6,256,102,112,1.1879891250282526
sudden,304,Cold,2,0.053390530254520244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23266078830723985,0.0,1.0,0.015625,6,256,102,113,1.174226709001232
sudden,304,Param,2,0.053390530254520244,0.15592826408822258,0.0959282640882226,0.2,0.15592826408822258,0.0959282640882226,0.2,-0.15592826408822258,0.46462208496389784,0.15592826408822258,1.0,0.0078125,6,256,102,113,1.1916370409890078
sudden,304,State,2,0.053390530254520244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023912593896592418,0.0,1.0,0.91796875,6,256,102,112,1.1910900000366382
sudden,304,Combined,2,0.053390530254520244,0.18,0.0,0.6,0.36,0.0,1.2,-0.18,0.20946218572705394,0.18,1.0,0.875,6,256,102,113,1.1809042500099167
sudden,304,Cold,3,0.09263180802625176,0.18,0.0,0.6,0.18,0.0,0.6,0.0,0.1905454005536686,0.18,1.0,0.96484375,6,256,96,110,1.176054791023489
sudden,304,Param,3,0.09263180802625176,0.3,0.0,1.0,0.45592826408822257,0.0959282640882226,1.2,-0.12,0.3730575441959924,0.3,1.0,0.66015625,6,256,96,110,1.1771651659510098
sudden,304,State,3,0.09263180802625176,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.010039434177143957,0.0,1.0,0.96875,6,256,96,110,1.1700036670081317
sudden,304,Combined,3,0.09263180802625176,0.18,0.0,0.5999999999999999,0.54,0.0,1.7999999999999998,0.0,0.20725155591193561,0.18,1.0,0.88671875,6,256,96,110,1.167932500015013
sudden,304,Cold,4,0.15694629941841726,0.06,0.0,0.20000000000000007,0.24,0.0,0.8,0.0,0.5720930620397867,0.06,1.0,0.00390625,6,256,96,107,1.1882716250256635
sudden,304,Param,4,0.15694629941841726,0.06,0.0,0.19999999999999996,0.5159282640882226,0.0959282640882226,1.4,0.0,0.6130843396052144,0.06,1.0,0.0078125,6,256,96,107,1.16792604199145
sudden,304,State,4,0.15694629941841726,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0028036867166491117,0.0,1.0,0.98828125,6,256,96,107,1.1837643329636194
